index,category,title,question,group,url,contact,answer
0,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램은 어떤 계획인가요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"TIGP-X 파일럿 프로그램은 Academia Sinica와 해외 대학이 공동으로 개발하여 국제 박사 과정 학생을 양성하는 프로그램으로, 국제 학술 협력을 촉진하고 유학생을 유치하며 Academia Sinica 연구원이 외국 학술 기관과 협력하도록 장려하는 것을 목적으로 합니다. 이 프로그램은 또한 박사 과정 학생의 인재 풀을 늘리기 위해 논문 연구 단계에서 Academia Sinica에서 연구를 수행할 TIGP-X 국제 박사 과정 학생에게 보조금을 제공합니다."
1,장학금,TIGP-X 파일럿 프로그램,누가 이 프로그램을 신청할 수 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,Academia Sinica의 기관 및 센터에서 보조 연구원 이상의 연구원만이 이 계획을 신청할 수 있습니다.
2,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램에는 몇 명의 입학이 계획되어 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,TIGP 기숙사의 공실과 모집인원을 일치시켜야 하므로 현재 모집인원을 특정할 수 없습니다.
3,장학금,TIGP-X 파일럿 프로그램,이 프로그램을 신청하려면 어떤 서류가 필요합니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"본 프로그램에 지원하기 위해서는 협력계획서 또는 박사학위논문계획서, 박사과정 학생의 개인지원서, 해외협력단 지도교수의 추천서, 박사과정 학생의 동의서 등의 서류를 준비해야 합니다. 지원서를 작성하기 전에 지원서를 자세히 검토하는 것을 잊지 마세요!"
4,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램의 신청 절차는 어떻게 됩니까? 검토 과정은 얼마나 걸립니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"TIGP-X 시범사업은 예비심사 및 심사절차가 있으며, 신청자는 자체 연구기관 또는 센터에 예비심사를 제출해야 합니다. 그러면 지원자의 연구기관 및 센터에서 1차 심사의견과 함께 국제교류처로 서한을 보내게 됩니다. 이후 국제사무국에서 지원사례를 취합하여 학술컨설팅협회에 심사를 의뢰하며, 심사기간은 영업일 기준 약 20일 정도 소요됩니다. 이후 재심사 의견은 신청서류와 함께 Academia Sinica 회장에게 보고되어 승인을 받게 됩니다. 재심사 결과가 승인되면 Academia Sinica는 연구원이 속한 연구 기관 및 센터에 통보할 것입니다."
5,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램의 신청 마감일은 언제입니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"매년 3개의 신청 단계가 있으며 초기 검토 및 검토 절차가 수행됩니다. 신청인은 예비심사를 위해 자신의 연구기관 또는 센터에 제출해야 하므로 해당 연구기관 또는 센터에 신청서를 제출하는 기한은 신청인이 해당 연구기관 또는 센터에 확인해야 합니다. 이후 지원자의 연구기관 및 센터에서 국제사무국으로 최초 검토의견서를 발송하는 마감일은 각각 2월말, 6월말, 10월말입니다."
6,장학금,TIGP-X 파일럿 프로그램,병원에서 박사과정 학생의 연구일자를 기준으로 신청등급은 어떻게 선택해야 하나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"응용 프로그램 수준을 선택하는 방법은 박사 과정 학생들이 Academia Sinica에서 공부하는 예상 시간을 기반으로 합니다. Academia Sinica에서 4월에서 7월 사이에 연구를 시작할 예정인 경우 기관/센터는 2월 말까지 신청서를 제출해야 하며, Academia Sinica에서 8월에서 11월 사이에 연구를 시작할 예정인 경우 해당 기관/센터에서 신청서를 제출해야 합니다. 마지막으로 12월에서 이듬해 3월 사이에 Academia Sinica에서 연구를 시작할 계획이라면 기관/센터는 10월 말 이전에 신청을 해야 합니다."
7,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램의 지원 자료는 영어로 작성해야 합니다.,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"예, TIGP-X 파일럿 프로그램 지원 자료는 영어로 작성해야 합니다."
8,장학금,TIGP-X 파일럿 프로그램,몇 개의 추천서가 필요합니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,어떤 형태로든 적어도 하나의 추천서를 준비해야 하며 영어로 작성하는 것을 잊지 마십시오.
9,장학금,TIGP-X 파일럿 프로그램,Academia Sinica의 연구원은 매년 최대 몇 명의 TIGP-X 박사 과정 학생을 받을 수 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,Academia Sinica 연구원은 매년 최대 1개의 TIGP-X 박사 과정 학생 보조금을 받을 수 있으므로 학생을 신중하게 선택하고 같은 단계에서 한 사례로 제한해야 합니다.
10,장학금,TIGP-X 파일럿 프로그램,공동연구과제의 완료 기한이 있는 경우 지원서에 명시해야 하나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, 공동연구과제 완료에 기한이 있는 경우 신청 시 설명하셔야 합니다."
11,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램의 연구 협력 최대 신청 기간은 3년이죠?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, 연구협력 신청기간은 최장 3년입니다. 최소 1년."
12,장학금,TIGP-X 파일럿 프로그램,"만약 선발되었으나 특별한 사정으로 인해 TIGP-X 박사과정생이 예정대로 대만에 올 수 없는 경우, 재지원 및 심사를 거쳐야 하나요?",학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, TIGP-X 박사과정 학생이 특별한 사정으로 인해 당초 대만에 올 수 없는 경우, Academia Sinica의 공동지도 교수가 신청서를 다시 제출하고 심사를 수락해야 합니다."
13,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램 상의 두 가지 유형은 무엇입니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"TIGP-X 파일럿 프로그램에는 두 가지 유형의 보조금이 있습니다.첫 번째는 ""국제 박사 과정 학생을 위한 TIGP-X Academia Sinica 장학금""으로 기본적으로 Academia Sinica 및 Academia Sinica 연구원(지원자)으로부터 매달 NT$34,000를 받고 장학금은 16,000위안. 특별한 사정이 있는 경우 신청 시에 제기할 수 있습니다. 두 번째 유형은 ""TIGP-X Academia Sinica International Doctoral Students""입니다.받는 장학금은 Academia Sinica의 연구원이 제공하며 금액은 ""Academia Sinica Scholarship Funding Points""의 관련 사양을 충족해야합니다. 선발된 박사과정생을 총칭하여 TIGP-X 박사과정생이라고 합니다."
14,장학금,TIGP-X 파일럿 프로그램,TIGP-X 박사 과정 학생은 왕복 항공권에 대해 하나의 보조금만 받을 수 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"예, TIGP-X 박사 과정 학생의 왕복 항공권은 한 번만 보조금을 받을 수 있습니다."
15,장학금,TIGP-X 파일럿 프로그램,Academia Sinica에 머무는 동안 TIGP-X 박사 과정 학생들을 위한 숙소는 어떻게 마련합니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,Academia Sinica에서 선발된 TIGP-X 박사 과정 학생의 연구 기간 동안 Academia Sinica는 1년 동안 TIGP 기숙사에서 생활할 수 있도록 준비하고 비용은 TIGP-X 박사 과정 학생이 직접 부담합니다. 2년 차부터는 공동 지도 교수로 활동하는 Academia Sinica의 연구원들이 학원 외부 임대 주택을 지원할 예정입니다.
16,장학금,TIGP-X 파일럿 프로그램,Academia Sinica의 연구원은 프로그램에 어떤 종류의 보조금을 선택할 수 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"선정된 프로그램의 Academia Sinica 연구원은 Academia Sinica에 지원하여 해외 사업을 진행할 수 있으며, Academia Sinica는 대만을 오가는 이코노미 클래스 항공권과 생활비 및 사무실 경비(취급비, 보험료)를 지불합니다. ""해외여행경비신고대상""으로 항공권은 선발된 TIGP-X 박사과정 학생의 논문심리(Thesis Defense)에 참여하거나, 실시기간 동안 TIGP-X 박사과정 학생의 학교를 방문하여 지도교수와 학술협력사항을 협의하는 데에만 사용할 수 있습니다."
17,장학금,TIGP-X 파일럿 프로그램,TIGP-X 박사과정 학생으로 선발된 후 연구기간 동안 소속 연구기관의 장학금을 계속 받을 수 있나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, TIGP-X 박사 과정 학생으로 선발된 후에도 Academia Sinica에서 연구하는 동안 자신의 연구 기관에서 장학금을 계속 받을 수 있습니다."
18,장학금,TIGP-X 파일럿 프로그램,항공권은 선불로 결제해야 하는데 나중에 우체국 계좌로 환불되나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, TIGP-X 박사과정 학생으로 선발되기 위한 항공권은 선결제가 필요하며, 대만 입국 후 Academia Sinica의 검증 절차를 거쳐 본인의 우체국 계좌로 환급됩니다."
19,장학금,TIGP-X 파일럿 프로그램,비자와 교통비는 보조금 없이 우리가 부담해야 하나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, TIGP-X 박사 과정 학생들은 비자와 교통비를 스스로 부담해야 하며 Academia Sinica는 보조금을 제공하지 않습니다. 그러나 Academia Sinica는 외국 대사관과 비자 관련 문제를 처리하는 데 도움을 줄 것이며 공항에서 기숙사까지의 교통 정보도 제공할 것입니다."
20,장학금,TIGP-X 파일럿 프로그램,Academia Sinica에서 논문 연구를 할 때에도 해외 학교 등록금은 우리가 책임져야 하잖아요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"네, Academia Sinica에서 논문 연구를 하고 있어도 해외 학교 등록금은 본인이 부담해야 합니다."
21,장학금,TIGP-X 파일럿 프로그램,매년 작성된 연구 진행 보고서를 양자 고문에게 승인을 위해 제출하는 방법은 무엇입니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"매년 귀하는 연구 진행 보고서를 작성해야 하며 검토를 위해 양자 고문에게 제출해야 합니다. 심사를 통과한 후, 학술 자문 위원회의 심사를 위해 국제 사무국으로 인계됩니다. 심사를 통과하면 다음 해 장학금을 받을 수 있습니다."
22,장학금,TIGP-X 파일럿 프로그램,구체적으로 Academia Sinica에서 TIGP-X 박사 과정 학생의 연구 작업에 대한 지도 및 평가를 담당하는 사람은 누구입니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"Academia Sinica에서 TIGP-X 박사 과정 학생의 연구 작업 지침에 대한 평가는 지원자, 즉 Academia Sinica에서 학생의 공동지도 교수의 책임입니다."
23,장학금,TIGP-X 파일럿 프로그램,TIGP-X 박사과정 학생이 일정기간 이상 출국할 경우 장학금은 어떻게 되나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,개인 사정으로 2주 이상 출국해야 하는 경우 장학정지일은 출국 후 2주가 아닌 출국 첫날부터 기산합니다. 따라서 2주 이상 출국하면 출국하는 ​​날부터 장학금 지급이 중단됩니다.
24,장학금,TIGP-X 파일럿 프로그램,Academia Sinica에서 내 연구 결과가 지적 재산권과 관련된 경우 어떤 규정을 준수해야 합니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"Academia Sinica에서 연구 성과가 지적 재산권과 관련된 경우 ""Academia Sinica 연구 개발 성과 및 활용 방법""에 따라 처리해야 합니다."
25,장학금,TIGP-X 파일럿 프로그램,연구 중 학문윤리 위반에 연루된 경우 어떻게 해야 하나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"연구 중 학술윤리 위반 행위에 연루된 경우 ""학술원 윤리위원회 설정 및 운영 요령""에 따라 처리합니다."
26,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램이 협력할 수 있는 외국 학술 및 연구 기관은 어디입니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"TIGP-X 파일럿 프로그램은 Academia Sinica와 MOU를 체결한 기관에 국한되지 않고 다양한 해외 학술 및 연구 기관과 협력할 수 있습니다. 이 계획에 따라 학생 소속 학과가 MOU를 체결해야 하는 경우, Academia Sinica 연구원들이 소속된 연구기관 및 센터에서도 MOU를 체결할 수 있다. 이 프로그램은 Academia Sinica의 세 가지 학문 영역에 적용됩니다."
27,장학금,TIGP-X 파일럿 프로그램,이 계획이 적용되는 Academia Sinica의 학문 분야는 무엇입니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,이 계획은 Academia Sinica의 세 가지 학문 분야에 적용됩니다.
28,장학금,TIGP-X 파일럿 프로그램,TIGP-X 파일럿 프로그램에 국적 제한이 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"TIGP-X 파일럿 프로그램은 기본적으로 국적에 제한이 없으며 본국인과 외국인을 불문하고 박사 과정 학생을 추천할 수 있으며 외국 대학의 박사 과정에서 공부하는 대만 학생도 지원 자격이 있습니다. 그러나 홍콩·마카오 유학생은 6개월에 한 번씩 출국해야 하고 건강보험에 가입할 수 없어 다른 유학생에 비해 권익이 떨어진다. 루 국적 학생은 ""내륙 지역 사람들의 대만 지역 입국 허가에 관한 규정""이 개정될 때까지 적용되지 않습니다. 중국 본토, 홍콩, 마카오에 있는 학교의 경우 Academia Sinica는 정치적으로 민감한 요인으로 인해 이를 권장하지 않지만, 신청서가 양 당사자 간의 공동 연구에 도움이 되는 경우 여전히 사례에서 검토할 수 있습니다. 바이케이스 기준."
29,장학금,TIGP-X 파일럿 프로그램,홍콩과 마카오 학생들이 이 프로그램에 참여할 수 있나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,홍콩과 마카오 학생들은 이 계획에 참여할 수 있지만 6개월에 한 번씩 출국해야 하고 건강 보험에 가입할 수 없으며 다른 유학생보다 권리가 적습니다. 또한 정치적으로 민감한 문제가 관련된 경우 Academia Sinica는 사례별로 검토를 수행합니다.
30,장학금,TIGP-X 파일럿 프로그램,중국 본토의 학생들이 TIGP-X 파일럿 프로그램에 참여할 수 있습니까?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"중국 본토에서 온 학생들은 현재 TIGP-X 파일럿 프로그램에 참가할 수 없으며 ""본토 지역 사람들의 대만 지역 입국 허용에 관한 규정""이 완화되고 수정된 후에만 적용됩니다."
31,장학금,TIGP-X 파일럿 프로그램,지원자는 공동 지도교수로 재직해야 하나요?,학계,https://dia.sinica.edu.tw/pages/3896,Shen Dexiu 02-27871412,"공동지도 교수로 재직하는 것이 가장 바람직하나, 일부 해외 대학/기관에서 엄격한 규정으로 인해 공동지도교수 제도를 수용할 수 없는 경우, 지원자는 박사과정 학생의 논문심사위원이 되기 위해 노력할 수도 있습니다. 이 상황은 사례별로 결정될 것이며, 양 당사자 간의 실질적인 협력을 촉진하는 상황이 있음이 확인될 수 있는 한 수용 가능해야 합니다."
